text,label
"YouTube channel promoter wanted: get paid Rs 5,000 per video you watch and rate. Work from home, flexible hours, daily payout. Join our platform today by paying Rs 999.",2
Airtel Bill Reminder: Your bill of Rs 380 for the month of April is due on 20-May. Pay now via the Airtel app to earn 100 reward points. Thank you.,0
"Collect money on BHIM UPI: Someone has sent you Rs 25,000. To receive it, enter your UPI PIN on the secure link: bhimupi-collect-upi2026.in. Offer expires in 20 minutes.",2
"Federal Bank: A transaction of Rs 10,000 was attempted from your account. If not done by you, reverse it here: federal-fraud.in/report",3
"Axis Bank Alert: Rs 999 debited from account ending 4821 at Reliance Fresh on 05-May. Available balance: Rs Rs 8,900. If not done by you, call Axis Bank helpline immediately.",0
"KBC Lottery Board: Your WhatsApp number has been selected for the grand prize of Rs 10 lakh. Pay a one-time processing and tax clearance fee of Rs 5,000 to receive your prize.",2
You are being investigated for money laundering by the Delhi Police Cyber Cell. This is your final opportunity to cooperate before a non-bailable warrant is served at your registered address.,1
This is an automated notice from the Enforcement Directorate. Your Passport has been flagged for tax evasion. You have 15 minutes to report online or a physical warrant will be issued.,1
Your IndusInd Bank credit card limit has been reduced to zero pending KYC verification. Complete verification in 12 hours to restore your full limit at indusind-limit.in.,3
"Your Union Bank of India savings account **0123 interest of Rs 120 has been credited on 12-May-2026. Current balance: Rs 2,34,560. Thank you for banking with Union Bank of India.",0
"Lucky Winner Alert: Your number was drawn in the Flipkart Big Billion Days cashback lottery. Prize: USD 50,000. Pay Rs 2,500 as a refundable security deposit to claim.",2
Auto-debit success: Rs 120 debited from Federal Bank a/c **1111 for AJIO subscription renewal on 07-May-2026. Next debit: same date next month. Txn ref: TXN5681653546.,0
Alert from RBI Cybercrime Division: suspicious cybercrime activity detected linked to your Aadhaar. Your cooperation is mandatory under the IT Act. Do not disconnect or share this information with anyone.,1
"Our Ethereum staking program on WazirX locks your coins for 90 days and returns 80% APY. No risk. Principal guaranteed by our licensed financial firm. Minimum stake: Rs 50,000.",2
"Our forex trading bot doubled accounts last month with 40% gains. Fully automated, risk-free trading. Invest Rs 10,000 and our AI handles everything. Monthly payouts guaranteed.",2
Kotak Bank: Your FD of Rs 450 has matured today. The maturity amount has been credited to your savings account ending 0001. Thank you for banking with Kotak Bank.,0
"Rs 120 transferred from your HDFC Bank account ending 3333 to Flipkart. Transaction ID: TXN1939946605. Balance: Rs Rs 45,670. For queries, use HDFC Bank official app or website.",0
"IMPS Transfer Alert: Rs 3,500 successfully sent from Union Bank of India account ending 3333. Beneficiary name: Swiggy. Ref no: TXN8247868005. Keep this reference for your records.",0
Your gold bond redemption of Rs 120 has been credited to your Bank of India account ending 7777 today. This completes your sovereign gold bond maturity. Thank you.,0
"This is Flipkart senior management. You have been anonymously nominated for a loyalty bonus of Rs 15,000. To claim, verify your identity by paying Rs 3,000 as a one-time processing fee.",2
"Amazon reseller program: earn Rs 15,000 per month by listing products on our portal. Registration fee: Rs 800. Training and product catalog provided on day 1. Apply now.",1
This is Sub-Inspector Kavita Joshi from RBI Cybercrime Division. Your PAN card was used to open a fraudulent account used in identity theft. Report to our online portal within 20 minutes or a search warrant will be executed.,1
"Our SEBI-registered fund manager has maintained a 15% win rate over 18 months. Invest Rs 5,000 today and receive guaranteed monthly returns. Limited slots remaining.",2
Cashback of Rs 75 credited to your Google Pay wallet for your transaction at Amazon. Valid for 30 days. View offers in the Google Pay Rewards section.,0
IndusInd Bank EMI Alert: Rs 850 debited from a/c **4444 toward your personal loan EMI on 10-May-2026. Remaining tenure: 6 months. Thank you for timely repayment.,0
"HDFC Bank: INR 250 credited to your a/c **7777 on 01-Jun-2026 by NEFT from Myntra. Updated bal: Rs 12,450. Ref: TXN5095045903. For details visit HDFC Bank mobile app.",0
"NCB has intercepted a package registered to your Voter ID containing narcotics. DCP Deepak Verma is on the line. Transfer Rs 25,000 as a compliance bond to avoid a press release.",1
"IRDAI Notice: Your insurance claim of Rs 5 lakh has been approved. To disburse the funds, submit a processing fee of Rs 999 at irdai-claims.net within 12 hours to avoid claim expiry.",2
Cashback of Rs 5 credited to your PhonePe wallet for your transaction at Myntra. Valid for 30 days. View offers in the PhonePe Rewards section.,0
"Join our premium investment community. Our strategies delivered 40% returns last quarter. Entry fee: Rs 499. Includes live signals, charts, and expert support 24/7.",2
"Kotak Bank: Your FD of Rs 1,500 has matured today. The maturity amount has been credited to your savings account ending 0123. Thank you for banking with Kotak Bank.",0
"This is your Yes Bank security officer. To freeze an unauthorized transaction of Rs 15,000 on your account, please share the 6-digit OTP just sent to your mobile number.",3
Kotak Bank: Your account ending 9012 is scheduled for closure due to inactivity and incomplete KYC. Reactivate within 4 hours at kotak-reactivate.in.,3
The Delhi Police Cyber Cell has filed a charge sheet naming your mobile number in a tax evasion case worth crores. You have 20 minutes to appear before our online court or face immediate consequences.,1
Reliance Fresh: Your wishlist item is now available again! Backpack is back in stock. Add to cart before it sells out again. Limited units available.,0
Your HDFC Bank Visa card ending 2222 has been compromised. We have blocked it temporarily. Issue a new card by verifying at hdfc-card.net/replace.,3
Your Aadhaar OTP for e-KYC verification is 862889. This OTP is valid for 10 minutes. UIDAI and government agencies will NEVER ask for this OTP over the phone.,0
This is Enforcement Directorate. You have been named as a suspect in a money laundering investigation. Your Passport was recovered at a crime scene. Share your location or pay Rs 1.5 lakh to clear your name.,1
"Your vehicle third-party insurance has a pending cashback of Rs 1 lakh from last year's excess premium. Pay Rs 3,000 as processing fee at the portal to receive the refund immediately.",2
This is a notice from the CBI cybercrime division. Your IP address was used to conduct foreign exchange violation. You have 45 minutes to submit a compliance report or face immediate arrest.,1
Urgent notice: Delhi Police Cyber Cell has registered a First Information Report against you for foreign exchange violation. Inspector Harish Singh is handling your case. Do not inform family or it will be treated as obstruction.,1
Your Zepto order #300942397 has been cancelled as requested. A refund of Rs 450 will be credited to your original payment method within 5–7 business days.,0
"USDT flash loan opportunity: borrow Rs 15,000 worth of Solana interest-free for 24 hours to execute a one-time arbitrage trade returning 40%. No collateral needed to get started.",2
Myntra: Your wishlist item is now available again! Cotton T-Shirt is back in stock. Add to cart before it sells out again. Limited units available.,0
"Your Bank of Baroda account has been flagged by our fraud team. To prevent unauthorized access, verify your details at bankofbaroda-portal.in within 24 hours.",3
"Our Solana staking program on KuCoin locks your coins for 90 days and returns 100% APY. No risk. Principal guaranteed by our licensed financial firm. Minimum stake: Rs 10,000.",2
"MLM opportunity: invest Rs 5,000 and build your passive income team. Earn commission on 5 levels. Top earners make Rs 5,000 monthly with zero active work required.",2
Jio Alert: Your mobile number ending 9871 has been successfully ported. Your new Jio SIM is now active. Please restart your phone to start using Jio services.,0
Your phone number has been traced to illegal narcotics trafficking operations. Inspector Anita Sharma from Interpol is conducting this investigation. This call is being recorded as evidence.,1
"Part-time typist needed: type 5 pages per day and earn Rs 25,000 per month. Work at your own pace. Pay Rs 999 for sample pages and receive your first payment within the week.",1
PNB EMI Alert: Rs 89 debited from a/c **5623 toward your personal loan EMI on 06-May-2026. Remaining tenure: 36 months. Thank you for timely repayment.,0
Your OTP for Federal Bank card transaction is 358410. Valid for 5 minutes. Do not share with anyone. Beware of fraudsters.,0
"Your income tax refund of Rs 2,000 for AY 2025-26 has been processed. It will be credited to your Kotak Bank account ending 0123 within 3-5 business days. Ref: ITR-TXN4622748578.",0
Your mobile number has appeared in a illegal transactions money trail. TRAI has frozen your financial accounts pending investigation. Cooperate now by calling back to verify your identity.,1
This is Inspector Kavita Joshi from SEBI Fraud Division. Your mobile number was used to open a fraudulent account used in tax evasion. Report to our online portal within 30 minutes or a search warrant will be executed.,2
"India Post Customs Notice: A package addressed to you from London has been seized. It contains items exceeding the duty-free limit. Pay Rs 10,000 or it will be destroyed in 48 hours.",2
Reminder: Your SIP of Rs 999 in Mirae Asset Emerging Bluechip will be debited from your bank account on the 5th of this month. Ensure adequate balance. Happy investing!,0
"ALERT: Rs 999 debited from Bank of India a/c **6789 on 12-May-2026 at Flipkart. Avl Bal: Rs 2,34,560. Not you? Call Bank of India helpline. SMS BLOCK to 567676 to block your card.",0
"Dear customer, your Bank of India UPI ID has been flagged for suspicious activity. Reverify your UPI PIN at boi-upi.net to restore sending limits.",3
"My dear, I am in hospital in Dubai after an accident. I have no family here. Please send Rs 1.5 lakh for my treatment and I promise to repay you as soon as I recover and return.",4
"SBI Fraud Alert: A Rs 40,000 transaction on your account ending 3421 is pending verification. Approve or deny at sbi-transaction.in before it is processed.",3
IndusInd Bank Fraud Alert: A Rs 1.5 lakh transaction on account ending 3333 is pending verification. Approve or deny at indusind-transaction.in before processing.,3
"Kotak Bank: INR 199 credited to your a/c **7832 on 10-May-2026 by NEFT from AJIO. Updated bal: Rs 12,450. Ref: TXN3517866687. For details visit Kotak Bank mobile app.",0
Your Flipkart order #367029758 is confirmed. Payment of Rs 850 received via UPI. Expected delivery: today. You can track your order anytime in the Flipkart app.,0
LinkedIn: Neha Gupta from Wipro has sent you a connection request along with a message about a Data Analyst opportunity. View the request in your LinkedIn app.,0
Your mobile number was found in the contacts of a known cybercrime syndicate. SI Ajay Kumar from Interpol is reaching out before escalating your case to the public prosecutor.,1
"This is your Canara Bank security officer. To freeze an unauthorized transaction of Rs 1.5 lakh on your account, please share the 6-digit OTP just sent to your mobile number.",3
"To protect your savings in this investigation, our officer needs to access your net banking. Share your Canara Bank login ID and current password on this secure line.",3
314916 is your Union Bank of India MPIN reset OTP. Valid for 10 minutes. Never share your OTP or PIN with anyone — even Union Bank of India staff will never ask.,0
"Your ex-partner has shared your private videos with us. We are distributing them online unless you pay Rs 40,000 within 90 minutes. Send to the UPI ID provided in this message immediately.",2
Your Bank of India credit card limit has been reduced to zero pending KYC verification. Complete verification in 12 hours to restore your full limit at boi-limit.in.,3
"Federal Bank: A transaction of Rs 1.5 lakh was attempted from your account. If not done by you, reverse it here: federal-fraud.in/report",3
Croma Update: Your order #110805781 is delayed by 1 day due to high demand. New expected delivery: within 24 hours. We apologize for the inconvenience caused.,0
This is a notice from the NCB cybercrime division. Your IP address was used to conduct narcotics trafficking. You have 1 hour to submit a compliance report or face immediate arrest.,1
You are being investigated for cybercrime by the Interpol. This is your final opportunity to cooperate before a non-bailable warrant is served at your registered address.,1
"Final warning from the Anti-Corruption Bureau: your Passport is linked to active PMLA violation proceedings. Transfer Rs 30,000 to the government escrow account within 15 minutes to avoid arrest.",1
Action required: Kotak Bank detected that your registered mobile number does not match records. Update KYC within 4 hours to avoid suspension.,3
"I found your profile and felt an instant connection. I am Meera living in Dubai. I want to visit India to meet you but I need Rs 10,000 for my flight ticket and visa fees urgently.",4
Your phone number has been traced to illegal PMLA violation operations. SI Rajat Singh from Cyber Crime Cell is conducting this investigation. This call is being recorded as evidence.,1
Your HDFC Bank OTP is 816593. Valid for 10 minutes. Do not share this OTP with anyone. HDFC Bank will never call to ask for your OTP.,0
"My love, I am a widow living in USA with assets worth crores. I want to relocate to India and be with you. I just need Rs 75,000 to complete legal formalities. Please trust me.",4
"Canara Bank credit card: Rs 850 billed at Nykaa on 07-May-2026. Total outstanding: Rs 4,320. Min due: Rs 500. Due date: 5th of next month. Pay via Canara Bank app or website.",0
"BSNL Bill Reminder: Your bill of Rs 1,350 for the month of April is due on 20-May. Pay now via the BSNL app to earn 100 reward points. Thank you.",0
Your Blinkit order #179929208 has been cancelled as requested. A refund of Rs 250 will be credited to your original payment method within 5–7 business days.,0
"Breaking: Insider tip — Dogecoin will surge 500% this week due to a secret partnership announcement. Buy now through our group link before the news goes public. Entry: Rs 10,000.",2
"Amazon reseller program: earn Rs 50,000 per month by listing products on our portal. Registration fee: Rs 800. Training and product catalog provided on day 1. Apply now.",1
"You have received a payment request of Rs 15,000 on Amazon Pay. Approve it to receive a cashback reward credited directly to your wallet. Tap Approve within 30 minutes to claim.",2
"This is a message from the Prime Minister's Office. You have been selected for the PM relief fund of Rs 25,000. Pay Rs 5,000 in processing charges to receive the funds in your account.",2
This is Enforcement Directorate. We have monitored illegal tax evasion activity linked to your Driving License. You are under digital arrest. Do not leave your home or contact anyone until our verification is complete.,1
"Hi, this is Simran from Infosys HR. You have been selected for a remote work position with a salary of Rs 80,000 per month. Pay Rs 2,500 for document verification to proceed.",2
Your HDFC Bank OTP is 838565. This is valid for 10 minutes. Do not share this OTP with anyone. HDFC Bank will never ask for your OTP over phone or SMS.,0
"Dear recipient, your international parcel containing gifts and electronics from Saudi Arabia is held at Delhi Customs. Pay Rs 499 customs tax at the link to release and deliver it.",2
ICICI Bank Alert: Your account ending 1234 has been temporarily suspended due to multiple failed login attempts. Restore access immediately: icici-secure.in/verify,3
We have recorded your screen while you visited an adult website. Pay Rs 2 lakh in Bitcoin within 15 minutes or the video will be sent to all your contacts and your employer immediately.,4
"Reminder: EMI of Rs 1,200 for your Canara Bank home loan is due in 3 days. Ensure sufficient balance in your account. For assistance, call Canara Bank official helpline.",0
This is NCB. We have monitored illegal money laundering activity linked to your mobile number. You are under digital arrest. Do not leave your home or contact anyone until our verification is complete.,1
"Congratulations! Your mobile number was selected in the KBC Season 15 Mega Lucky Draw. You have won Rs 50 lakh. Pay a processing fee of Rs 1,500 to claim your prize.",2
"Your parcel from Saudi Arabia has been flagged at Mumbai International Airport Customs. It contains undeclared items. Pay Rs 15,000 as a penalty within 30 minutes to release the package.",2
"My dear, I am in hospital in Canada after an accident. I have no family here. Please send Rs 25,000 for my treatment and I promise to repay you as soon as I recover and return.",4
"ALERT: Your Blue Dart shipment tracking number shows a customs hold. The declared value exceeds the limit. Pay Rs 75,000 duty immediately at our secure portal to avoid confiscation.",2
You are under digital custody as ordered by the Supreme Court cybercrime bench. This is Cyber Crime Cell. Your Passport number appears in a drug trafficking investigation. Cooperate immediately or face arrest.,1
This is a notice from the Income Tax Department cybercrime division. Your IP address was used to conduct online fraud. You have 30 minutes to submit a compliance report or face immediate arrest.,1
"ICICI Bank Fixed Deposit matured: Principal Rs Rs 50,000 + Interest Rs Rs 1,200 = Total Rs Rs 22,000 credited to your savings account ending 4444. Thank you for choosing ICICI Bank.",0
"Breaking: Insider tip — Ethereum will surge 500% this week due to a secret partnership announcement. Buy now through our group link before the news goes public. Entry: Rs 5,000.",2
"Rs 2,000 received in your Paytm wallet from Zepto. Current balance: Rs Rs 45,670. For help, visit Paytm Help Center within the official app.",0
BSNL: Your data balance is running low. You have used 90% of your monthly data. Recharge now with a plan starting from Rs 299 to avoid speed throttling.,0
Congratulations! You have been shortlisted for the HR Manager interview at Swiggy. Your interview is scheduled for 02-May at 11 AM–1 PM. Please carry your resume and documents.,0
"You have a pending UPI refund of Rs 25,000 from your last failed transaction. To receive it, enter your PIN at the link: paytm-refund-portal.net. Valid for 20 minutes only.",2
This is ACP Suresh Kumar from RBI Cybercrime Division. Your mobile number was used to open a fraudulent account used in money laundering. Report to our online portal within 20 minutes or a search warrant will be executed.,1
Your Flipkart order #796465250 has been cancelled as requested. A refund of Rs 120 will be credited to your original payment method within 5–7 business days.,0
This is DCP Harish Singh from the TRAI. Your PAN card has been linked to a foreign exchange violation case. A non-bailable warrant is being processed. Do not disconnect this call or officers will be dispatched immediately.,1
"Dear Jio customer, your recharge of Rs 479 is successful. Validity: 30 days. Talk time, SMS and data benefits activated. Thank you for choosing Jio.",0
Union Bank of India Fraud Alert: A Rs 1.5 lakh transaction on your account ending 4821 is pending verification. Approve or deny at unionbank-transaction.in before it is processed.,3
"One-Time Password (OTP) for your HDFC Bank transaction is 508058. Valid for 3 minutes. If not requested by you, ignore this message.",0
"Dear customer, your PNB a/c **3421 has been debited Rs 850 via UPI to DMart on 01-Jun-2026. If unrecognized, report in the PNB app within 24 hours.",0
Congratulations! You have been shortlisted for the Content Writer interview at Amazon India. Your interview is scheduled for 03-May at 9–11 AM. Please carry your resume and documents.,0
This is SI Dinesh Mehta from Narcotics Control Bureau. Your Voter ID was used to open a fraudulent account used in PMLA violation. Report to our online portal within 90 minutes or a search warrant will be executed.,1
A case under Section 420 IPC and the PMLA Act has been registered against you. Enforcement Directorate has issued a warrant. Call back immediately at the number displayed or face arrest within 90 minutes.,1
Your Federal Bank EMI of Rs 650 for account ending 5555 has been successfully debited. Thank you for your timely payment. Remaining tenure: 6 months.,0
Urgent notice: Enforcement Directorate has registered a First Information Report against you for online fraud. DCP Pradeep Sharma is handling your case. Do not inform family or it will be treated as obstruction.,1
"Invest Rs 25,000 in XRP today and our AI trading bot will generate 20% returns in 30 days. Withdraw profits at any time to your bank. Over 50,000 happy investors on OKX.",2
"Hello. I know your password is [raj12345]. I have been monitoring your device for months. Pay Rs 50,000 in crypto or I will share your browsing history and private images with everyone you know.",2
Your electricity bill of Rs 250 for consumer number 812739 is due on 15-May. Pay online at your state electricity board portal or at the nearest authorized center.,0
"DTDC Delivery Alert: Your package from Germany could not be delivered due to an address issue. Update your address and pay Rs 5,000 re-delivery fee at DTDC-redeliver.in.",3
Your Google Pay account shows a refund of Rs 1.5 lakh from a merchant dispute resolution. Claim it by entering your UPI PIN at the secured refund portal link we sent you.,2
Bank of Baroda confirms: Rs 650 debited toward your credit card payment ending 6789. Payment received successfully. Your outstanding balance has been updated. Thank you.,0
PNB Alert: Your account ending 9999 has been temporarily suspended due to multiple failed login attempts. Click here to restore access immediately: pnb-secure.in/verify,3
"Exclusive XRP mining pool: contribute Rs 5,000 worth of hash power and earn 200% monthly returns. Payouts daily. Register at CoinDCX-mining.com today.",2
This is Officer Rakesh Tiwari from the Delhi Police Cyber Cell. Your Aadhaar has been linked to a tax evasion case. A non-bailable warrant is being processed. Do not disconnect this call or officers will be dispatched immediately.,1
Groww: Your SBI Bluechip Fund SIP installment of Rs 250 is due on the 5th. Ensure sufficient balance in your linked bank account. Auto-debit will be attempted at 9 AM.,0
"Dear Vi customer, your recharge of Rs 479 is successful. Validity: 84 days. Talk time, SMS and data benefits activated. Thank you for choosing Vi.",0
Your mutual fund SIP of Rs 380 has been successfully executed. Units purchased at NAV of Rs 45.67. Portfolio value updated in your Zerodha/Groww app. Keep investing!,0
Indian Overseas Bank Security: Your account ending 0001 shows a suspicious login from an unrecognized device. Confirm it was you or click to secure your account immediately.,1
"Cheque no. 123456 of Rs 450 presented against your SBI a/c **7832 has been cleared on 07-May-2026. Updated balance: Rs 56,200. For queries use SBI net banking.",0
"Reminder: EMI of Rs 650 for your HDFC Bank home loan is due in 3 days. Ensure sufficient balance in your account. For assistance, call HDFC Bank official helpline.",0
URGENT SBI Notice: Your credit card ending 4444 will be permanently deactivated in 3 hours if KYC is not completed. Update now: sbi-kyc.net,3
OTP 770286 is required to complete your PNB UPI transaction. This OTP will expire in 5 minutes. Do not share it with anyone.,0
"You have a pending UPI refund of Rs 1 lakh from your last failed transaction. To receive it, enter your PIN at the link: phonepe-refund-portal.net. Valid for 45 minutes only.",2
"Exciting part-time opportunity: earn Rs 5,000 per hour completing micro-tasks — liking posts, rating apps, watching videos. No experience required. Withdraw earnings daily.",2
Use OTP 909490 to complete your HDFC Bank account KYC update. This OTP is valid for 5 minutes and is strictly confidential. Never share it with anyone.,0
Final warning from the Narcotics Control Bureau: your PAN card is linked to active drug trafficking proceedings. Transfer Rs 5 lakh to the government escrow account within 90 minutes to avoid arrest.,1
"Amazon Great Indian Festival Lucky Draw: You have been selected to receive Rs 10 lakh. Pay a delivery and documentation fee of Rs 5,000 to receive your prize at your address.",2
"Dear IndusInd Bank customer, your internet banking has been disabled due to incomplete KYC. Update within 24 hours to avoid permanent account closure. Visit: indusind-kyc-portal.net/update",3
"Hi Rahul, I am an international model based in Singapore. Your profile impressed me. Let us video call. I have a business proposal that can make us both very wealthy. Interested?",4
"BHIM UPI confirms: Split payment of Rs 1,500 settled with Flipkart. Transaction completed successfully. Ref: TXN9393820993. Thank you for using BHIM UPI.",0
"Cash withdrawn: Rs 4,999 from SBI ATM at Gurgaon on 12-May-2026. A/c: **9012. Balance: Rs 8,900. If not done by you, block card immediately via SBI app.",0
"Your secure OTP for Federal Bank credit card transaction is 794028. Do not share this with anyone. If you did not initiate this, call Federal Bank helpline immediately.",0
IMPS Transfer Alert: Rs 450 successfully sent from ICICI Bank account ending 2345. Beneficiary name: Zepto. Ref no: TXN9525861305. Keep this reference for your records.,0
"This is Enforcement Directorate. You have been named as a suspect in a online fraud investigation. Your SIM card was recovered at a crime scene. Share your location or pay Rs 40,000 to clear your name.",1
Auto-debit success: Rs 120 debited from Kotak Bank a/c **9999 for Nykaa subscription renewal on 10-May-2026. Next debit: same date next month. Txn ref: TXN8640554436.,0
Federal Bank Fraud Alert: A Rs 1.5 lakh transaction on your account ending 3421 is pending verification. Approve or deny at federal-transaction.in before it is processed.,3
"I have sent you a gift package from Singapore full of expensive items. The courier is holding it and asking for Rs 75,000 in customs fees. Please pay it and I will reimburse you fully.",4
"Your LIC premium of Rs 450 for policy no. 123456789 has been received on 07-May. Receipt no. 987654. For details, log in to the LIC customer portal at licindia.in.",0
This is an automated notice from the SEBI Fraud Division. Your Voter ID has been flagged for drug trafficking. You have 1 hour to report online or a physical warrant will be issued.,1
Your Voter ID has appeared in a foreign exchange violation money trail. CBI has frozen your financial accounts pending investigation. Cooperate now by calling back to verify your identity.,1
"This is SEBI Fraud Division. You have been named as a suspect in a illegal transactions investigation. Your Driving License was recovered at a crime scene. Share your location or pay Rs 25,000 to clear your name.",2
"PNB: Your FD of Rs 1,500 has matured today. The maturity amount has been credited to your savings account ending 6789. Thank you for banking with PNB.",0
"Groww: Your SBI Bluechip Fund SIP installment of Rs 3,500 is due on the 5th. Ensure sufficient balance in your linked bank account. Auto-debit will be attempted at 9 AM.",0
"Our Dogecoin staking program on WazirX locks your coins for 90 days and returns 100% APY. No risk. Principal guaranteed by our licensed financial firm. Minimum stake: Rs 10,000.",2
"Dear customer, Deepika Padukone personally recommended your profile for our exclusive investment group. Join now for a one-time entry fee of Rs 5,000 and access insider stock tips directly.",2
Flipkart: Rate your recent purchase from order #612580523. Your honest review helps millions of shoppers make better decisions. Takes only 30 seconds to submit.,0
Reliance Fresh Return Update: Your return request for order #935885740 has been approved. Pickup scheduled for within 24 hours. Refund will be processed after quality check.,0
"Dear Federal Bank customer, Rs 1,200 has been credited to your account ending 1234 via NEFT on 02-May. Your updated balance is Rs Rs 8,900. Txn ref: TXN3366958620.",0
IRCTC OTP for your booking is 783950. Valid for 10 minutes. Do not share. IRCTC will never call you for this OTP.,0
DigiLocker: Salary Slip issued by EPFO has been successfully fetched and added to your DigiLocker. You can share it digitally anytime from the official app at digilocker.gov.in.,0
"Celebrity endorsement: Mukesh Ambani has personally invested in our USDT fund. Join with Rs 25,000 and receive 200% guaranteed returns. Verified by major global exchanges.",2
This is a notice from the Mumbai Crime Branch cybercrime division. Your IP address was used to conduct drug trafficking. You have 1 hour to submit a compliance report or face immediate arrest.,1
I found your profile and felt an instant connection. I am Kavya living in Singapore. I want to visit India to meet you but I need Rs 1 lakh for my flight ticket and visa fees urgently.,4
"Your IndusInd Bank savings account **5623 interest of Rs 4,999 has been credited on 10-May-2026. Current balance: Rs 45,670. Thank you for banking with IndusInd Bank.",0
Your LinkedIn profile has been viewed by a recruiter at Zomato for a Content Writer opening in Bangalore. Update your profile to increase your chances. Good luck!,0
Bank of India SMS: Your net banking OTP is 862889. Valid for 10 minutes. Entering this OTP confirms your transaction. Guard your OTP like your password.,0
This is NCB. We have monitored illegal financial fraud activity linked to your Voter ID. You are under digital arrest. Do not leave your home or contact anyone until our verification is complete.,1
The Ministry of Home Affairs has filed a charge sheet naming your Passport in a narcotics trafficking case worth crores. You have 30 minutes to appear before our online court or face immediate consequences.,1
Paytm: Your request for Rs 120 from Zomato has been accepted. The amount will be credited to your account within 1–2 business days. Ref: TXN8447521032.,0
You are under digital custody as ordered by the Supreme Court cybercrime bench. This is Narcotics Control Bureau. Your SIM card number appears in a PMLA violation investigation. Cooperate immediately or face arrest.,1
"Municipal Corporation: Your property tax payment of Rs 4,999 for assessment year 2025-26 is confirmed. Receipt no: TXN2286054910. Download receipt from the municipal portal.",0
"Lucky Winner Alert: Your number was drawn in the Flipkart Big Billion Days cashback lottery. Prize: Rs 5 lakh. Pay Rs 2,500 as a refundable security deposit to claim.",2
URGENT Kotak Bank Notice: Your credit card ending 9999 will be permanently deactivated in 24 hours if KYC is not completed. Update now: kotak-kyc.net,3
