text,label
"Fake insurance: Your policy expired. Pay Rs 999 now to renew and avoid legal consequences.",scam
"Earn from home by filling forms online. Rs 800 per form. Pay Rs 250 registration. Start today!",scam
"Scam call: Your SIM will be deactivated in 2 hours. Press 1 and share OTP to keep it active.",scam
"Fake job SMS: You are shortlisted for MNC. Salary 40k. Pay Rs 1500 security deposit to join.",scam
"Your PAN card is suspended due to suspicious transactions. Click link to reactivate immediately.",scam
"Fake RBI: New rule requires UPI PIN update. Share PIN with our officer to stay compliant.",scam
"Job offer: Work as secret shopper. Receive cheque, deposit it, send us 80% back via wire transfer.",scam
"Earn Rs 5000 daily from your phone. No investment. No experience. Just pay Rs 100 activation fee.",scam
"Fake Flipkart: Your account has been hacked. Verify identity by sharing password and OTP now.",scam
"SMS scam: You have a pending cashback of Rs 2300. Enter bank details at this link to claim.",scam
"Fake recruiter LinkedIn: Hi, I am from TCS HR. Selected for direct role. Pay Rs 2000 for ID card.",scam
"Urgent WhatsApp: Your number selected for free laptop scheme. Pay Rs 350 delivery charges only.",scam
"Crypto investment: Double your money in 24 hours. Send Bitcoin to this wallet address now.",scam
"Phishing email: Your Gmail account will be deleted. Verify by clicking link and entering password.",scam
"Fake Zomato offer: You won free food for a year! Pay Rs 99 delivery fee to activate reward.",scam
"Job scam: Overseas company hiring. Salary USD 3000. Pay Rs 8000 for work visa processing fee.",scam
"Scam alert: Your Jio number will be blocked. Recharge with Rs 999 plan via this link only.",scam
"Fake bank executive: We detected fraud on your account. Share card PIN to block the transaction.",scam
"Online investment scam: Put Rs 5000 in our trading app. Earn Rs 50,000 in one week. Guaranteed.",scam
"You are selected for government job. No exam. Direct joining. Pay Rs 3000 for appointment letter.",scam
"Fake NGO job: Work from home for social cause. Earn Rs 1500/day. Pay Rs 600 for kit and ID.",scam
"URGENT: Your Aadhaar will be cancelled. Call us and pay Rs 500 fine to avoid deactivation.",scam
"Earn money watching videos! Rs 200 per video. Pay Rs 150 activation fee. Withdraw anytime.",scam
"Phishing SMS: ICICI bank: Your account is under review. Click link and verify PAN to continue.",scam
"URGENT: Your Netflix account has been compromised. Reset password immediately at netflix-secure.com.",scam
"Your Amazon account is suspended. Verify identity at amazon-verify-account.net to restore access.",scam
"ALERT: Unauthorized login to your Gmail. Click here to secure your account at gmail-support-help.com.",scam
"Your WhatsApp will expire in 24 hours. Pay Rs 99 subscription fee to continue using WhatsApp.",scam
"Congratulations! You are the 1 millionth visitor. Click here to claim your free iPhone 15 now.",scam
"Your phone has a virus! Download our security app immediately to remove malware before damage.",scam
"Fake TRAI: Your mobile number will be disconnected in 2 hours for illegal use. Call us immediately.",scam
"Income tax department: You owe Rs 45,000 in unpaid taxes. Pay immediately or face arrest.",scam
"Customs department: Your international parcel is held. Pay Rs 2500 customs duty to release it.",scam
"ED notice: Your bank account is under investigation. Share account details to prove innocence.",scam
"Your Aadhaar has been used for SIM fraud. Call cybercrime helpline impersonator to resolve case.",scam
"Fake court: A case is registered against you. Pay Rs 15,000 online to avoid appearing in court.",scam
"Your PAN card is suspended. Pay Rs 500 penalty at pan-renewal-india.com to reactivate it.",scam
"Fake EPFO: Your PF account is blocked. Share Aadhaar and bank details to unblock immediately.",scam
"Investment fraud: Our AI trading bot gave 300% returns last month. Invest Rs 10,000 to start.",scam
"Fake scholarship SMS: You are selected for PM scholarship. Pay Rs 500 registration to claim Rs 50,000.",scam
"Your driving licence is cancelled due to challan. Pay Rs 1200 fine at this link to restore it.",scam
"Telecom scam: Your outgoing calls will stop in 1 hour. Press 1 to speak with our executive now.",scam
"Fake RTO: Your vehicle registration is expired. Pay Rs 800 fine online to avoid legal action.",scam
"Your gas subsidy of Rs 3200 is pending. Submit bank details at this link to receive the amount.",scam
"Fake job: Work as Amazon delivery agent from home. Earn Rs 2000/day. Pay Rs 500 to get ID kit.",scam
"Survey scam: Complete this 2-minute survey and win Rs 5000 Amazon voucher. Click link now.",scam
"Fake bank call: We detected Rs 25,000 fraudulent transaction. Share OTP to reverse it now.",scam
"Your Swiggy account is hacked. Verify by sharing login OTP with our support executive.",scam
"Fake COVID relief: Government is giving Rs 4000 relief. Register at this link with Aadhaar now.",scam
"Lottery scam: Your number won Rs 10 lakh in state lottery. Pay Rs 1000 tax to claim prize.",scam
"Fake electricity board: Your meter shows tampering. Pay Rs 3000 fine or connection will be cut.",scam
"Ponzi scheme: Invest Rs 5000 in our chit fund. Guaranteed Rs 50,000 return in 6 months.",scam
"Fake property deal: Buy plot in Hyderabad for Rs 50,000. Pay advance now. Site visit later.",scam
"Romance scam: I am a doctor working abroad. I need help transferring $50,000. I will reward you.",scam
"Fake SEBI: Your demat account is flagged. Pay Rs 2000 compliance fee to avoid account freeze.",scam
"Your credit score can be improved to 900. Pay Rs 1500 for our credit repair service instantly.",scam
"Fake hospital: Your relative met with accident. Deposit Rs 50,000 for emergency treatment now.",scam
"Part time job: Like Facebook posts from home. Earn Rs 1500/day. Pay Rs 200 to start working.",scam
"Fake PM scheme: Free sewing machine for women. Pay Rs 300 registration fee to receive yours.",scam
"Your Zerodha account has been suspended. Pay Rs 500 compliance fee to restore trading access.",scam
"Fake app: Download this UPI app and earn Rs 200 cashback on first transaction. Link below.",scam
"Astrology scam: Your stars show financial trouble. Pay Rs 2100 for puja to remove bad luck.",scam
"Fake Google ad: Work from home and earn Rs 50,000/month. Only 10 seats left. Register now.",scam
"Your CIBIL score dropped due to error. Pay Rs 999 to get it corrected through our service.",scam
"Fake police: Drugs found in courier with your name. Pay Rs 25,000 to close case without FIR.",scam
"Your Paytm wallet is suspended for suspicious activity. Share KYC documents to reactivate now.",scam
"Fake PM Awas: You are eligible for free house under scheme. Pay Rs 1000 registration fee now.",scam
"Investment app scam: Our app shows live profits. Deposit Rs 2000 and withdraw Rs 20,000 in a week.",scam
"Earn money by sharing links on WhatsApp. Rs 50 per click. Pay Rs 100 joining to start today.",scam
"Fake telecom offer: Get unlimited data for 1 year. Pay Rs 499 one-time charge via UPI now.",scam
"Your NEET/JEE rank is high enough for top college. Pay Rs 5000 for guaranteed seat reservation.",scam
"Fake college admission: Management quota seat available. Pay Rs 50,000 advance to confirm admission.",scam
"Your EPF grievance has been resolved. Share bank details to receive Rs 12,000 compensation now.",scam
"Fake matrimony: I like your profile. Send Rs 500 to unlock my full contact details and photos.",scam
"Work from home for US company. Earn $500/week. Pay $100 for background check to get started.",scam
"Fake municipality: Your property tax has penalty. Pay Rs 2000 fine at this link before deadline.",scam
"Online casino: Deposit Rs 1000 and get Rs 3000 bonus. Withdraw anytime. 100% genuine site.",scam
"Fake Ola: Your ride was overcharged. Share UPI details to receive Rs 500 refund immediately.",scam
"Your resume has been shortlisted by 10 top MNCs. Pay Rs 299 to reveal their contact details.",scam
"Fake WHO: Free vaccination certificate available. Pay Rs 200 processing fee at this link.",scam
"Earn Rs 800 per hour watching cricket match and filling scorecard online. Pay Rs 250 to join.",scam
"URGENT: Your phone SIM swap requested. If not you, call us and share Aadhaar to cancel it.",scam
"Fake tech support: Your Windows license has expired. Call us and pay Rs 3000 to renew remotely.",scam
"Your BHIM app has a security issue. Download the updated version from this link immediately.",scam
"Fake PM helpline: Call us with Aadhaar number to get Rs 6000 PM Kisan benefit transferred.",scam
"Job offer from Dubai: Salary AED 5000. Pay Rs 15,000 for visa and ticket. Guaranteed joining.",scam
"Your electricity bill has an error. Pay corrected amount of Rs 4500 at this unofficial link now.",scam
"Fake education loan: Rs 5 lakh loan approved with zero interest. Pay Rs 2000 processing fee.",scam
"Chain message: Forward to 20 people and receive Rs 1000 in your Paytm wallet within 24 hours.",scam
"Your mutual fund account is under SEBI scrutiny. Pay Rs 5000 compliance fee to avoid freeze.",scam
"Fake courier: Your package has gold coins. Pay Rs 3000 customs to receive it at your address.",scam
"Your Ola Money wallet will expire. Transfer balance to bank by clicking link and entering PIN.",scam
"Work as a home tester for Amazon. Earn Rs 500 per product kept. Pay Rs 300 to join the program.",scam
"Dear sir you have been selected for a mystery shopper job. No experience required. Pay Rs 199 kit fee.",scam
"Earn dollars sitting at home. US company hiring. No interview. Pay $50 joining and start earning.",scam
"Fake RBI circular: All UPI users must re-register. Share UPI ID and PIN to complete the process.",scam
"Your Facebook account will be deactivated. Verify by entering password at this secure link now.",scam
"We found unauthorized activity. Your savings account debited Rs 9999. Click to reverse now.",scam
"Fake Meesho job: Resell products and earn Rs 20,000/month. Pay Rs 500 for product catalog access.",scam
"Free iPhone giveaway by Apple India. You are selected. Pay Rs 149 for delivery to your address.",scam
"Your car insurance claim of Rs 35,000 is approved. Share bank details to receive payment today.",scam
"Fake UIDAI: Aadhaar biometric update mandatory. Call us and share details to avoid deactivation.",scam
"Earn by watching OTT shows! Rs 100 per episode watched. Pay Rs 200 activation fee to begin.",scam
"Job scam telegram: Apply for data entry. Salary Rs 35,000. Pay Rs 1200 for laptop and access.",scam
"Urgent: Your PhonePe account will be closed. Update KYC by sharing Aadhaar and selfie on this link.",scam
"Fake speed post: Your registered letter returned. Pay Rs 200 re-delivery charges via Paytm.",scam
"IRCTC special offer: Get 50% discount on train tickets. Pay Rs 199 membership fee to activate.",scam
"Online earn scam: Rs 500 bonus added to your account. Withdraw by paying Rs 100 tax fee now.",scam
"Fraud call: You won a car in lucky draw. Pay Rs 5000 RTO registration fee to collect your prize.",scam
"We are pleased to invite you to interview for the Software Engineer position at our company next Monday at 10 AM. Please confirm your availability.",legitimate
"Dear applicant, your application for the Data Analyst internship at our firm has been reviewed. We would like to schedule a technical round.",legitimate
"Congratulations on being selected for the summer internship program. The internship is unpaid but includes a certificate and letter of recommendation.",legitimate
"We reviewed your resume on LinkedIn and would like to discuss a full-time opportunity at our company. No upfront fees required.",legitimate
"Thank you for applying to our graduate program. We are conducting a background check through our verified HR partner. No cost to you.",legitimate
"We are hiring a Python developer with 2+ years of experience. Salary range: $70,000-$90,000. Please submit your portfolio on our careers page.",legitimate
"Your application is under review at Microsoft. We will contact you within 5-7 business days if your profile matches our requirements.",legitimate
"We found your resume on Naukri.com and want to invite you for a telephonic interview for Software Engineer role. No registration fee.",legitimate
"Internship at our startup: 3 months, work from office, stipend Rs 10,000/month. Apply at our official website.",legitimate
"HR from Deloitte: We are hiring consultants. Initial screening call scheduled. All interviews are free of charge.",legitimate
"Thank you for applying. We invite you to complete our online assessment at careers.company.com. Assessment is free.",legitimate
"We are a registered recruitment agency. We help candidates find jobs at no cost to the applicant. Employer pays our fee.",legitimate
"Join our team as a marketing intern. Duration 6 months. Stipend provided. Located in Bangalore. Apply via official portal.",legitimate
"Amazon campus recruitment drive at your college. Register at official Amazon Jobs website. No fee required.",legitimate
"Wipro is conducting off-campus hiring. Eligible candidates may apply at careers.wipro.com. No payment required.",legitimate
"We are pleased to offer you the position of Junior Developer. Please review the attached offer letter and respond at your earliest.",legitimate
"TCS NQT registration is open. All students can register for free at the official TCS iON portal. No registration fee.",legitimate
"Infosys hiring freshers for systems engineer role. Apply directly at infosys.com/careers. Interview is free.",legitimate
"Google STEP Internship applications are open for students. Apply at careers.google.com. No fee required.",legitimate
"We are scheduling your final round interview. Please bring your resume and ID. Interview is conducted at our office.",legitimate
"Your profile matches our job requirement for a Business Analyst. We would like to proceed with an initial HR call.",legitimate
"Accenture is hiring for multiple roles in India. Eligible graduates may apply at accenture.com/careers for free.",legitimate
"We regret to inform you that your application was not selected at this time. We encourage you to apply for future openings.",legitimate
"Cognizant recruitment: Aptitude test scheduled. Please log in to the candidate portal. No charges involved.",legitimate
"IBM is offering internships to final year students. Stipend included. Applications accepted at ibm.com/careers.",legitimate
"We are a staffing company placing candidates with our clients. Our service is free for job seekers. Employer funded.",legitimate
"HDFC Bank campus drive at IIT. Students can register online at hdfc career portal. Selection process includes aptitude and HR round.",legitimate
"Position: Data Science Intern. Duration: 6 months. Compensation: Rs 15,000/month. Location: Remote. Apply by sending your resume.",legitimate
"Dear candidate, we have reviewed your assessment scores. You have cleared round 1. Round 2 will be a technical interview.",legitimate
"We invite you to our open day event to learn about career opportunities at our firm. Registration is free. Location: Mumbai office.",legitimate
"HCL Technologies hiring for multiple IT positions. Freshers welcome. Apply at careers.hcltech.com at no cost.",legitimate
"We are a verified placement consultant. We match job seekers with employers. No upfront payment from candidates.",legitimate
"Flipkart summer internship program: 2 months, stipend Rs 20,000/month. Apply at careers.flipkart.com.",legitimate
"We have shortlisted you for the product manager role. Next step is a case study round. Case study will be sent over email.",legitimate
"Tata Motors hiring graduate engineers. Campus placement drive. No fee. Apply at official tata motors career page.",legitimate
"Reliance Industries internship program open for engineering students. Stipend Rs 12,000/month. Apply online.",legitimate
"Dear applicant, your background verification is complete. Please sign and return the attached offer letter to HR.",legitimate
"We are conducting a virtual hiring event. Register for free at our careers portal to attend and meet our recruiters.",legitimate
"Thank you for attending the interview. We are delighted to offer you the position. Please find the formal offer letter attached.",legitimate
"Our company does not charge any fee from job seekers. If anyone asks for payment on our behalf please report it.",legitimate
"Byju's hiring content creators and educators. Competitive salary. Apply via official website. Interview is free of cost.",legitimate
"Startup hiring: Looking for a creative designer with UI/UX skills. Equity + salary offered. No fee to apply.",legitimate
"We received your application for the accountant role. Shortlisted candidates will be contacted for a virtual interview.",legitimate
"Campus placement 2024: Multiple companies visiting. Students register at placement cell portal. No charges.",legitimate
"We are a NASSCOM member company. Ethical hiring practices followed. No payment required from any candidate.",legitimate
"Zomato hiring delivery executives and customer support staff. Apply at jobs.zomato.com. No joining fee.",legitimate
"We would like to offer you a paid internship as a software tester. Monthly stipend: Rs 8,000. Duration: 3 months.",legitimate
"Your interview has been rescheduled to next Friday at 3 PM IST. Please confirm your attendance via email.",legitimate
"Tech Mahindra hiring experienced professionals. All roles listed on official website. Apply directly. No middleman fee.",legitimate
"Your SBI account statement for the month of October is now available. Login to net banking to download.",legitimate
"Your HDFC credit card payment of Rs 4500 is due on 15th November. Pay via net banking or mobile app.",legitimate
"OTP for your net banking login is 847291. Valid for 10 minutes. Do not share this OTP with anyone.",legitimate
"Your UPI transaction of Rs 1200 to Swiggy was successful. Transaction ID: UPI2024101500123.",legitimate
"Reminder: Your LIC premium of Rs 6000 is due next week. Pay online at licindia.in to avoid lapse.",legitimate
"Your Airtel broadband bill of Rs 799 is generated. Due date: 20th November. Pay at airtel.in.",legitimate
"Amazon order confirmed: boAt headphones will be delivered by Thursday. Track your order in the app.",legitimate
"Your Swiggy order from Dominos is on the way. Estimated delivery: 30 minutes. Track in app.",legitimate
"Flipkart: Your return request for blue shirt has been approved. Refund of Rs 899 will be credited in 5 days.",legitimate
"IRCTC booking confirmed. Train: 12345 Chennai Express. Date: 15 Nov. PNR: 1234567890.",legitimate
"Your Ola ride has been booked. Driver Ramesh Kumar is 3 minutes away. OTP: 4521.",legitimate
"Paytm: Your electricity bill payment of Rs 1450 was successful. Reference number: PAY20241015.",legitimate
"PhonePe transaction successful. Rs 500 sent to Raj Medical Store. Balance: Rs 2340.",legitimate
"Your Google Pay UPI ID is now active. You can send and receive money securely using this ID.",legitimate
"Naukri.com: 5 new jobs matching your profile have been posted today. Login to apply.",legitimate
"LinkedIn: You have 3 new connection requests and 2 messages from recruiters. Check your inbox.",legitimate
"Your Zerodha account statement for September is ready. Login to view your portfolio performance.",legitimate
"GPay cashback of Rs 50 credited to your account for paying electricity bill. Valid for 30 days.",legitimate
"Your PF withdrawal request of Rs 45,000 has been processed. Amount will be credited in 3 days.",legitimate
"ICICI Bank: Your fixed deposit of Rs 1,00,000 has matured. Please visit branch or call us to renew.",legitimate
"Reminder from your doctor: Your appointment is scheduled for tomorrow at 11 AM at City Hospital.",legitimate
"Your driving licence renewal application has been submitted. Expected processing time: 7 working days.",legitimate
"Passport seva: Your passport application status is updated. Application is under police verification.",legitimate
"Your income tax return for FY 2023-24 has been filed successfully. Acknowledgement number: 12345.",legitimate
"EPFO: Your PF balance as of October 2024 is Rs 1,23,456. Login to member portal to check details.",legitimate
"Congratulations! Your home loan application has been approved. Our executive will contact you shortly.",legitimate
"Your mutual fund SIP of Rs 5000 has been successfully processed for this month.",legitimate
"DigiLocker: Your Aadhaar card is now available in your DigiLocker account for download.",legitimate
"Your Jio recharge of Rs 239 is successful. Validity: 28 days. Data: 1.5GB per day.",legitimate
"BSNL: Your broadband plan has been upgraded successfully. New speed: 100 Mbps. Effective immediately.",legitimate
"Reminder: EMI of Rs 8500 for your two-wheeler loan will be auto-debited on 5th November.",legitimate
"Your health insurance claim of Rs 25,000 has been approved and will be processed within 7 days.",legitimate
"Meesho order shipped: Cotton kurta. Expected delivery: 18th November. Track at meesho.com.",legitimate
"Your CIBIL score has been updated to 780. Login to your account to view the full credit report.",legitimate
"Reminder: Your vehicle insurance expires on 30th November. Renew at our website to stay covered.",legitimate
"Your college fee payment of Rs 45,000 has been received. Receipt number: FEE2024001234.",legitimate
"Dear student, your hall ticket for the upcoming semester exam is available on the student portal.",legitimate
"Your electricity meter reading for October: 345 units. Bill amount: Rs 2100. Due: 25th November.",legitimate
"Swiggy Instamart: Your grocery order has been delivered. Rate your experience in the app.",legitimate
"Your scholarship application has been received. Result will be announced on 1st December on portal.",legitimate
"Team outing scheduled for Saturday at 11 AM. Venue: Lumbini Gardens. Please confirm attendance.",legitimate
"Hi, can we reschedule our meeting to 3 PM today? I have a conflict with another call at 2 PM.",legitimate
"Please find attached the minutes of the meeting held on Monday. Let me know if any corrections needed.",legitimate
"The project deadline has been extended to 30th November. Please update your task tracker accordingly.",legitimate
"Reminder: Submit your timesheet by end of day Friday. HR needs it for payroll processing.",legitimate
"Your leave request for 20th and 21st November has been approved by your manager.",legitimate
"The office will remain closed on 1st November due to the state public holiday. Enjoy the long weekend.",legitimate
"Please complete your annual performance review on the HR portal by 15th November.",legitimate
"Your work from home request for next week has been approved. Please ensure you are reachable on Teams.",legitimate
"The new company policy document has been shared on the intranet. Please read and acknowledge by Friday.",legitimate
"Payslip for October 2024 is now available on the employee self-service portal.",legitimate
"Your reimbursement claim of Rs 3200 for travel expenses has been approved and will be paid with salary.",legitimate
"IT helpdesk ticket resolved. Your laptop has been repaired and is ready for pickup from IT desk.",legitimate
"The quarterly all-hands meeting is scheduled for 10th November at 3 PM. Zoom link will be shared.",legitimate
"Your software license for Adobe Creative Suite has been renewed for another year.",legitimate
"Dear sir, your order at our restaurant is confirmed for Saturday 8 PM. Table for 4 is reserved.",legitimate
"Your appointment at the visa application centre is confirmed for 22nd November at 10:30 AM.",legitimate
"Thank you for your donation to the NGO. Tax exemption certificate will be sent to your email.",legitimate
"Your child school fee payment for November has been received. Receipt attached for your records.",legitimate
"The water bill for your flat for October is Rs 350. Please pay at the society office by 25th November.",legitimate
"Your gym membership has been renewed for 6 months. New validity: till 30th April 2025.",legitimate
"Reminder: Parent-teacher meeting at school is on 16th November at 10 AM. Please attend.",legitimate
"Your test results from City Diagnostics are ready. Please collect from the lab or view online.",legitimate
"Your electricity connection has been restored after maintenance. Sorry for the inconvenience caused.",legitimate
"The building maintenance work will be carried out on Sunday between 9 AM and 1 PM.",legitimate
"Your booked slot at the RTO for driving test is confirmed: 25th November at 9 AM.",legitimate
"Thank you for registering for the webinar on AI trends. Join link will be sent one hour before.",legitimate
"Your subscription to Netflix has been renewed. Next billing date: 15th December 2024.",legitimate
"Reminder: Return the library books by 20th November to avoid late fees.",legitimate
"Your courier has been picked up and is on its way. Tracking ID: DHL1234567890.",legitimate
"The society AGM is scheduled for Sunday at 6 PM in the community hall. Attendance is requested.",legitimate
"Your car service appointment at Maruti Service Centre is confirmed for 18th November at 9 AM.",legitimate
"Your blood donation appointment at the blood bank is confirmed for 20th November at 10 AM.",legitimate
"The library is organizing a book fair from 15th to 20th November. Entry is free for all members.",legitimate
"Your property tax payment of Rs 12,500 has been received. Receipt number: MC2024567.",legitimate
"Reminder: Renew your passport before 30th December to avoid travel disruptions.",legitimate
"Your order from Myntra has been delivered. Hope you enjoy your purchase. Rate the product.",legitimate
"Your application for a new gas connection has been registered. Engineer will visit within 7 days.",legitimate
"Congratulations on completing 5 years with the company. Your loyalty award will be given at the annual function.",legitimate
"Your annual medical check-up is due. Book your appointment at the empanelled hospital.",legitimate
"Your fixed deposit receipt has been emailed to you. For queries contact your nearest branch.",legitimate
"Reminder: File your GST returns for October by 20th November to avoid penalty.",legitimate
"Your child has been selected for the school science olympiad. Preparation material will be shared.",legitimate
"Your broadband connection will be upgraded to fiber next week. Technician will visit between 10-12 AM.",legitimate
"Your cab booking for airport pickup on 22nd November is confirmed. Driver details will be shared.",legitimate
"The apartment association is collecting maintenance dues for Q4. Please pay Rs 3000 by 30th November.",legitimate
"Your PUC certificate for the vehicle has been renewed. Valid till: 30th November 2025.",legitimate
"Job opening: Content writer needed for our digital agency. 1-2 years experience. Apply at our site.",legitimate
"We are looking for a data entry operator. Part time, work from office, Rs 12,000/month. No fee.",legitimate
"Freshers wanted for customer support role. Training provided. Apply at careers.ourcompany.com.",legitimate
"Walk-in interview for accounts assistant. Saturday 10 AM to 1 PM. Bring resume and original ID.",legitimate
"We are hiring a delivery boy for our online store. Two-wheeler required. Rs 15,000/month salary.",legitimate
"Junior software developer wanted. React and Node.js skills required. Salary negotiable. No fee.",legitimate
"Receptionist required for a clinic in Chennai. Timings 9 AM to 6 PM. Salary Rs 14,000/month.",legitimate
"We are looking for a social media manager. Work from home allowed. Apply with portfolio.",legitimate
"Sales executive required for FMCG company. Field work. Experience preferred. Salary plus incentives.",legitimate
